Symptom,Disease,occurrence,Weightage
Colic,Liver Cirrhosis,1,2.134747316
Arthralgia,Liver Cirrhosis,1,1.4773
Chest Pain,Liver Cirrhosis,1,1.09956083
Angina Pectoris,Liver Cirrhosis,9,13.07415035
Acute Coronary Syndrome,Liver Cirrhosis,1,2.597960426
"Pain, Postoperative",Liver Cirrhosis,5,8.389276611
Pelvic Pain,Liver Cirrhosis,1,2.041078125
Anorexia,Liver Cirrhosis,5,9.12630307
Diarrhea,Liver Cirrhosis,17,15.69419823
"Diarrhea, Infantile",Liver Cirrhosis,3,6.843735966
Dyspepsia,Liver Cirrhosis,11,22.90257419
Flatulence,Liver Cirrhosis,1,3.137867259
Halitosis,Liver Cirrhosis,2,6.482815876
Hiccup,Liver Cirrhosis,1,2.953725866
Hyperphagia,Liver Cirrhosis,1,2.399318423
Vomiting,Liver Cirrhosis,8,6.748101323
Hematemesis,Liver Cirrhosis,30,62.57585183
Anoxia,Liver Cirrhosis,155,155.3082286
Apnea,Liver Cirrhosis,1,1.876553908
Cough,Liver Cirrhosis,3,3.944187453
Dyspnea,Liver Cirrhosis,19,19.09921195
Hemoptysis,Liver Cirrhosis,1,1.697074364
Hypercapnia,Liver Cirrhosis,2,4.221967644
Hyperventilation,Liver Cirrhosis,9,18.94617132
Hypocapnia,Liver Cirrhosis,3,10.11185901
Hypoventilation,Liver Cirrhosis,3,7.564059914
Skin Manifestations,Liver Cirrhosis,10,6.123572181
Jaundice,Liver Cirrhosis,141,205.1143597
"Jaundice, Obstructive",Liver Cirrhosis,18,44.96451538
Necrolytic Migratory Erythema,Liver Cirrhosis,1,6.150128835
Pruritus,Liver Cirrhosis,11,16.12536319
Purpura,Liver Cirrhosis,12,12.75862327
"Purpura, Hyperglobulinemic",Liver Cirrhosis,4,14.69809831
"Purpura, Schoenlein-Henoch",Liver Cirrhosis,8,15.98571537
"Purpura, Thrombocytopenic",Liver Cirrhosis,7,9.904338644
"Purpura, Thrombocytopenic, Idiopathic",Liver Cirrhosis,5,9.669472275
"Purpura, Thrombotic Thrombocytopenic",Liver Cirrhosis,5,10.92019304
Oliguria,Liver Cirrhosis,5,13.07006068
Polyuria,Liver Cirrhosis,2,4.721802814
Proteinuria,Liver Cirrhosis,11,13.73875551
Albuminuria,Liver Cirrhosis,6,12.39051999
Hemoglobinuria,Liver Cirrhosis,1,2.883521607
"Urinary Bladder, Overactive",Liver Cirrhosis,1,3.543332367
Hirsutism,Liver Cirrhosis,2,4.967444473
Asthenia,Epilepsy,10,20.63219251
Fever,Epilepsy,94,58.18013743
Fever of Unknown Origin,Epilepsy,2,2.946309833
Hypothermia,Epilepsy,9,17.50892594
Body Weight,Epilepsy,146,50.07622568
Birth Weight,Epilepsy,34,47.84245206
Fetal Macrosomia,Epilepsy,2,6.673436236
Weight Gain,Epilepsy,48,71.36110755
Weight Loss,Epilepsy,19,19.00102052
Cachexia,Epilepsy,1,1.994724016
Overweight,Epilepsy,2,1.647744199
Obesity,Epilepsy,56,46.62300449
"Obesity, Morbid",Epilepsy,2,3.505879905
"Cardiac Output, Low",Epilepsy,1,2.14279565
Cyanosis,Epilepsy,4,6.97363835
Edema,Epilepsy,6,3.575268565
Eye Manifestations,Epilepsy,6,9.047261843
Fatigue,Epilepsy,39,44.38251307
Mental Fatigue,Epilepsy,1,3.585179477
Fetal Distress,Epilepsy,3,7.765354915
Flushing,Epilepsy,1,2.614012135
Heart Murmurs,Epilepsy,1,2.363417131
Hypergammaglobulinemia,Epilepsy,1,1.679125164
Mobility Limitation,Epilepsy,1,2.763857103
Motion Sickness,Epilepsy,1,3.495323148
Neurologic Manifestations,Epilepsy,43,3.007480767
Cerebrospinal Fluid Otorrhea,Epilepsy,1,3.188298113
Cerebrospinal Fluid Rhinorrhea,Epilepsy,3,8.032417467
Decerebrate State,Epilepsy,12,35.33611236
Dyskinesias,Epilepsy,8,5.98361663
Ataxia,Epilepsy,78,95.1334576
Cerebellar Ataxia,Epilepsy,39,66.6426393
Gait Ataxia,Epilepsy,2,5.604351935
Athetosis,Epilepsy,24,61.97189542
Catalepsy,Epilepsy,6,22.04714747
Chorea,Epilepsy,50,99.64916857
Dystonia,Epilepsy,21,32.2582897
Torticollis,Epilepsy,5,10.77495461
Hyperkinesis,Epilepsy,37,86.61700934
Hypokinesia,Epilepsy,2,5.758586542
Myoclonus,Epilepsy,333,591.0985995
Psychomotor Agitation,Epilepsy,5,11.2128009
"Akathisia, Drug-Induced",Epilepsy,6,18.6654687
Tics,Epilepsy,4,14.8895224
Tremor,Epilepsy,30,52.1805836
"Gait Disorders, Neurologic",Epilepsy,4,6.97906208
Meningism,Epilepsy,1,3.074353854
Neurobehavioral Manifestations,Epilepsy,1,0.370758003
Apraxias,Epilepsy,5,11.91887034
Catatonia,Epilepsy,9,24.31715863
Communication Disorders,Epilepsy,5,4.942612569
Language Disorders,Epilepsy,53,57.12004311
Agraphia,Epilepsy,1,3.350141138
Anomia,Epilepsy,2,6.840199454
Dyslexia,Epilepsy,10,26.77472489
Language Development Disorders,Epilepsy,32,79.57015004
Speech Disorders,Epilepsy,58,66.86916054
Aphasia,Epilepsy,122,220.9007414
"Aphasia, Broca",Epilepsy,1,3.110911449
"Aphasia, Wernicke",Epilepsy,4,13.98129259
Articulation Disorders,Epilepsy,1,1.887448958
Dysarthria,Epilepsy,5,10.13292559
Mutism,Epilepsy,2,5.844806789
Stuttering,Epilepsy,3,9.970418674
Learning Disorders,Epilepsy,187,324.5034146
Confusion,Epilepsy,32,48.28634276
Delirium,Epilepsy,18,37.51119269
Consciousness Disorders,Epilepsy,47,41.22507598
Unconsciousness,Epilepsy,66,61.24620673
Coma,Epilepsy,48,62.98007102
Persistent Vegetative State,Epilepsy,1,3.095079984
Syncope,Epilepsy,204,304.1418512
"Syncope, Vasovagal",Epilepsy,25,79.56418596
Lethargy,Epilepsy,1,3.495323148
Memory Disorders,Epilepsy,146,214.3276507
Amnesia,Epilepsy,62,134.6321408
"Amnesia, Anterograde",Epilepsy,4,16.28274917
"Amnesia, Retrograde",Epilepsy,4,13.59437409
"Amnesia, Transient Global",Epilepsy,6,24.59314902
Mental Retardation,Epilepsy,893,808.5638889
Perceptual Disorders,Epilepsy,25,34.65143416
Agnosia,Epilepsy,15,38.04318629
Gerstmann Syndrome,Epilepsy,1,3.990644585
Prosopagnosia,Epilepsy,1,4.204218686
Auditory Perceptual Disorders,Epilepsy,5,15.71673363
Hallucinations,Epilepsy,122,210.2411585
Illusions,Epilepsy,9,27.80872236
Phantom Limb,Epilepsy,3,9.688078799
Psychomotor Disorders,Epilepsy,109,145.1488681
"Apraxia, Ideomotor",Epilepsy,1,4.113246908
Muscle Cramp,Epilepsy,9,20.18304162
Muscle Hypertonia,Epilepsy,4,5.921680511
Muscle Rigidity,Epilepsy,5,12.00966402
Muscle Spasticity,Epilepsy,21,36.27288432
Muscle Hypotonia,Epilepsy,14,23.19115589
Muscle Weakness,Epilepsy,38,37.7336611
Muscular Atrophy,Epilepsy,6,8.764930618
Myokymia,Epilepsy,1,4.09885817
Myotonia,Epilepsy,1,3.054048587
Spasm,Epilepsy,46,62.89476369
Hemifacial Spasm,Epilepsy,1,3.241407938
Trismus,Epilepsy,2,5.195920852
Tetany,Epilepsy,25,59.53016683
Pain,Epilepsy,97,31.95051074
Back Pain,Epilepsy,2,2.293857038
Facial Pain,Epilepsy,1,1.972328592
Headache,Epilepsy,130,114.9933531
Neuralgia,Epilepsy,7,10.76819874
"Neuralgia, Postherpetic",Epilepsy,1,4.09885817
Sciatica,Epilepsy,2,4.338818596
"Pain, Intractable",Epilepsy,2,3.985966743
Paralysis,Epilepsy,45,21.80121199
Facial Paralysis,Epilepsy,9,12.2138722
Hemiplegia,Epilepsy,127,164.4183101
Ophthalmoplegia,Epilepsy,4,5.319389077
Paraplegia,Epilepsy,6,7.664875702
Pseudobulbar Palsy,Epilepsy,4,16.63079468
Quadriplegia,Epilepsy,15,20.53709504
Vocal Cord Paralysis,Epilepsy,5,9.938897717
Paresis,Epilepsy,33,42.49528087
"Paraparesis, Spastic",Epilepsy,1,3.17120368
Psychophysiologic Disorders,Epilepsy,141,209.0332944
"Reflex, Abnormal",Epilepsy,22,30.95688075
"Reflex, Babinski",Epilepsy,1,3.527071847
Seizures,Epilepsy,2420,2045.30396
Sensation Disorders,Epilepsy,11,3.776540947
Dizziness,Epilepsy,61,81.89075677
Hearing Disorders,Epilepsy,11,8.085182325
Hearing Loss,Epilepsy,6,4.821303268
Deafness,Epilepsy,28,34.39876057
"Hearing Loss, Conductive",Epilepsy,1,2.267420217
"Hearing Loss, Sensorineural",Epilepsy,7,8.503991023
"Hearing Loss, Noise-Induced",Epilepsy,4,12.77624727
Tinnitus,Epilepsy,2,3.948067245
Olfaction Disorders,Epilepsy,1,2.288230217
Somatosensory Disorders,Epilepsy,2,2.09106214
Hyperalgesia,Epilepsy,2,4.788220156
Hyperesthesia,Epilepsy,1,2.694864232
Hypesthesia,Epilepsy,2,3.443922088
Paresthesia,Epilepsy,11,14.93819961
Taste Disorders,Epilepsy,2,4.752183145
Dysgeusia,Epilepsy,1,3.472156089
Vision Disorders,Epilepsy,75,49.76170739
Amblyopia,Epilepsy,2,5.12705646
Blindness,Epilepsy,23,25.25718217
"Blindness, Cortical",Epilepsy,2,5.889352061
Color Vision Defects,Epilepsy,6,15.39965938
Diplopia,Epilepsy,8,13.15332239
Hemianopsia,Epilepsy,16,33.31283519
Photophobia,Epilepsy,2,5.708583938
Scotoma,Epilepsy,5,11.90603337
"Vision, Low",Epilepsy,3,6.76813059
Sleep Disorders,Epilepsy,196,292.6277863
Sleep Deprivation,Epilepsy,141,363.2036327
"Urinary Bladder, Neurogenic",Epilepsy,1,2.078257128
Vertigo,Epilepsy,39,62.25382578
Voice Disorders,Epilepsy,5,8.326224073
Aphonia,Epilepsy,5,18.1442727
Hoarseness,Epilepsy,6,13.29676154
Oral Manifestations,Epilepsy,3,5.597328849
Oral Hemorrhage,Epilepsy,1,2.575912289
Abdominal Pain,Epilepsy,7,5.939385747
"Abdomen, Acute",Epilepsy,5,7.188000652
Colic,Epilepsy,2,4.269494633
Arthralgia,Epilepsy,1,1.4773
Chest Pain,Epilepsy,2,2.199121661
Angina Pectoris,Epilepsy,6,8.716100236
Toothache,Epilepsy,1,2.730582314
"Pain, Postoperative",Epilepsy,2,3.355710645
Dysmenorrhea,Epilepsy,1,2.760104754
Anorexia,Epilepsy,12,21.90312737
Constipation,Epilepsy,4,6.375661974
Diarrhea,Epilepsy,8,7.385505049
"Diarrhea, Infantile",Epilepsy,2,4.562490644
Dyspepsia,Epilepsy,2,4.164104399
Encopresis,Epilepsy,3,11.41217589
Halitosis,Epilepsy,1,3.241407938
Hiccup,Epilepsy,1,2.953725866
Bulimia,Epilepsy,1,2.763857103
Nausea,Epilepsy,21,23.91381456
Vomiting,Epilepsy,44,37.11455728
Hematemesis,Epilepsy,1,2.085861728
Hyperemesis Gravidarum,Epilepsy,1,2.875082738
Anoxia,Epilepsy,57,57.11334859
Fetal Hypoxia,Epilepsy,9,24.60802775
Apnea,Epilepsy,38,71.30904852
Cheyne-Stokes Respiration,Epilepsy,2,7.275646422
Cough,Epilepsy,11,14.46202066
Dyspnea,Epilepsy,4,4.020886726
"Dyspnea, Paroxysmal",Epilepsy,1,3.752233562
Hypercapnia,Epilepsy,5,10.55491911
Hyperoxia,Epilepsy,1,2.949190711
Hyperventilation,Epilepsy,97,204.1976242
Hypocapnia,Epilepsy,2,6.741239339
Hypoventilation,Epilepsy,5,12.60676652
Mouth Breathing,Epilepsy,2,6.458719199
Respiratory Aspiration,Epilepsy,1,3.330073575
Respiratory Sounds,Epilepsy,2,3.278538657
Snoring,Epilepsy,2,5.520209507
Skin Manifestations,Epilepsy,4,2.449428872
Jaundice,Epilepsy,1,1.454711771
Purpura,Epilepsy,3,3.189655818
"Purpura, Thrombocytopenic",Epilepsy,1,1.414905521
"Purpura, Thrombotic Thrombocytopenic",Epilepsy,2,4.368077216
Polyuria,Epilepsy,1,2.360901407
Proteinuria,Epilepsy,2,2.497955547
Albuminuria,Epilepsy,1,2.065086665
Hemoglobinuria,Epilepsy,1,2.883521607
Urinary Incontinence,Epilepsy,3,4.852588025
Virilism,Epilepsy,1,2.227055993
Hirsutism,Epilepsy,9,22.35350013
"Aging, Premature",Acquired Immunodeficiency Syndrome,3,10.39365447
Asthenia,Acquired Immunodeficiency Syndrome,1,2.063219251
Fever,Acquired Immunodeficiency Syndrome,74,45.80138479
Fever of Unknown Origin,Acquired Immunodeficiency Syndrome,25,36.82887292
Body Weight,Acquired Immunodeficiency Syndrome,97,33.26982117
Birth Weight,Acquired Immunodeficiency Syndrome,7,9.849916601
Weight Gain,Acquired Immunodeficiency Syndrome,31,46.08738196
Weight Loss,Acquired Immunodeficiency Syndrome,104,104.005586
Emaciation,Acquired Immunodeficiency Syndrome,6,10.99584433
Cachexia,Acquired Immunodeficiency Syndrome,105,209.4460217
Overweight,Acquired Immunodeficiency Syndrome,1,0.8238721
Obesity,Acquired Immunodeficiency Syndrome,6,4.99532191
"Cardiac Output, Low",Acquired Immunodeficiency Syndrome,1,2.14279565
Edema,Acquired Immunodeficiency Syndrome,10,5.958780941
Eye Hemorrhage,Acquired Immunodeficiency Syndrome,1,2.752642033
Fatigue,Acquired Immunodeficiency Syndrome,23,26.17430258
Hypergammaglobulinemia,Acquired Immunodeficiency Syndrome,27,45.33637942
Neurologic Manifestations,Acquired Immunodeficiency Syndrome,1,0.069941413
Ataxia,Acquired Immunodeficiency Syndrome,4,4.878638851
Cerebellar Ataxia,Acquired Immunodeficiency Syndrome,2,3.417571246
Athetosis,Acquired Immunodeficiency Syndrome,3,7.746486928
Chorea,Acquired Immunodeficiency Syndrome,13,25.90878383
Dystonia,Acquired Immunodeficiency Syndrome,3,4.608327101
Torticollis,Acquired Immunodeficiency Syndrome,1,2.154990923
Myoclonus,Acquired Immunodeficiency Syndrome,3,5.325212608
Psychomotor Agitation,Acquired Immunodeficiency Syndrome,2,4.485120359
"Akathisia, Drug-Induced",Acquired Immunodeficiency Syndrome,1,3.110911449
Tremor,Acquired Immunodeficiency Syndrome,5,8.696763934
Catatonia,Acquired Immunodeficiency Syndrome,2,5.403813029
Communication Disorders,Acquired Immunodeficiency Syndrome,2,1.977045028
Language Disorders,Acquired Immunodeficiency Syndrome,3,3.233209988
Language Development Disorders,Acquired Immunodeficiency Syndrome,1,2.486567189
Speech Disorders,Acquired Immunodeficiency Syndrome,2,2.305833122
Aphasia,Acquired Immunodeficiency Syndrome,3,5.431985444
"Aphasia, Wernicke",Acquired Immunodeficiency Syndrome,2,6.990646296
Dysarthria,Acquired Immunodeficiency Syndrome,1,2.026585118
Stuttering,Acquired Immunodeficiency Syndrome,1,3.323472891
Confusion,Acquired Immunodeficiency Syndrome,4,6.035792845
Delirium,Acquired Immunodeficiency Syndrome,20,41.67910299
Coma,Acquired Immunodeficiency Syndrome,11,14.43293294
Syncope,Acquired Immunodeficiency Syndrome,5,7.454457138
Memory Disorders,Acquired Immunodeficiency Syndrome,5,7.339988038
Mental Retardation,Acquired Immunodeficiency Syndrome,9,8.149020157
Gerstmann Syndrome,Acquired Immunodeficiency Syndrome,2,7.981289171
Auditory Perceptual Disorders,Acquired Immunodeficiency Syndrome,1,3.143346725
Hallucinations,Acquired Immunodeficiency Syndrome,6,10.33972911
Illusions,Acquired Immunodeficiency Syndrome,1,3.08985804
Phantom Limb,Acquired Immunodeficiency Syndrome,1,3.2293596
Psychomotor Disorders,Acquired Immunodeficiency Syndrome,5,6.658204958
Muscle Cramp,Acquired Immunodeficiency Syndrome,1,2.24256018
Muscle Hypertonia,Acquired Immunodeficiency Syndrome,1,1.480420128
Muscle Spasticity,Acquired Immunodeficiency Syndrome,6,10.36368123
Muscle Hypotonia,Acquired Immunodeficiency Syndrome,1,1.656511135
Muscle Weakness,Acquired Immunodeficiency Syndrome,9,8.936919735
Muscular Atrophy,Acquired Immunodeficiency Syndrome,7,10.22575239
Myotonia,Acquired Immunodeficiency Syndrome,1,3.054048587
Spasm,Acquired Immunodeficiency Syndrome,1,1.367277472
Tetany,Acquired Immunodeficiency Syndrome,2,4.762413346
Pain,Acquired Immunodeficiency Syndrome,119,39.19701833
Back Pain,Acquired Immunodeficiency Syndrome,2,2.293857038
Headache,Acquired Immunodeficiency Syndrome,19,16.80672084
Neck Pain,Acquired Immunodeficiency Syndrome,1,1.958792007
Neuralgia,Acquired Immunodeficiency Syndrome,11,16.92145517
"Pain, Intractable",Acquired Immunodeficiency Syndrome,4,7.971933485
Paralysis,Acquired Immunodeficiency Syndrome,11,5.329185152
Facial Paralysis,Acquired Immunodeficiency Syndrome,18,24.42774441
Hemiplegia,Acquired Immunodeficiency Syndrome,11,14.24095599
Ophthalmoplegia,Acquired Immunodeficiency Syndrome,9,11.96862542
Paraplegia,Acquired Immunodeficiency Syndrome,8,10.21983427
Quadriplegia,Acquired Immunodeficiency Syndrome,2,2.738279339
Vocal Cord Paralysis,Acquired Immunodeficiency Syndrome,1,1.987779543
Paresis,Acquired Immunodeficiency Syndrome,5,6.438678919
Paraparesis,Acquired Immunodeficiency Syndrome,1,2.235886073
"Paraparesis, Spastic",Acquired Immunodeficiency Syndrome,1,3.17120368
Psychophysiologic Disorders,Acquired Immunodeficiency Syndrome,10,14.82505634
"Reflex, Abnormal",Acquired Immunodeficiency Syndrome,3,4.221392829
"Reflex, Babinski",Acquired Immunodeficiency Syndrome,1,3.527071847
Seizures,Acquired Immunodeficiency Syndrome,15,12.67750388
Sensation Disorders,Acquired Immunodeficiency Syndrome,2,0.686643809
Dizziness,Acquired Immunodeficiency Syndrome,4,5.36988569
Hearing Disorders,Acquired Immunodeficiency Syndrome,4,2.9400663
Hearing Loss,Acquired Immunodeficiency Syndrome,5,4.017752723
Deafness,Acquired Immunodeficiency Syndrome,4,4.914108652
"Hearing Loss, Bilateral",Acquired Immunodeficiency Syndrome,2,4.423577042
"Hearing Loss, Conductive",Acquired Immunodeficiency Syndrome,3,6.802260651
"Hearing Loss, Sensorineural",Acquired Immunodeficiency Syndrome,10,12.1485586
"Hearing Loss, Central",Acquired Immunodeficiency Syndrome,1,3.253603211
"Hearing Loss, Sudden",Acquired Immunodeficiency Syndrome,1,2.585302029
Hyperacusis,Acquired Immunodeficiency Syndrome,1,4.056893971
Tinnitus,Acquired Immunodeficiency Syndrome,2,3.948067245
Olfaction Disorders,Acquired Immunodeficiency Syndrome,1,2.288230217
Hyperalgesia,Acquired Immunodeficiency Syndrome,2,4.788220156
Hyperesthesia,Acquired Immunodeficiency Syndrome,2,5.389728464
Hypesthesia,Acquired Immunodeficiency Syndrome,2,3.443922088
Paresthesia,Acquired Immunodeficiency Syndrome,7,9.506127023
Taste Disorders,Acquired Immunodeficiency Syndrome,1,2.376091572
Vision Disorders,Acquired Immunodeficiency Syndrome,32,21.23166182
Blindness,Acquired Immunodeficiency Syndrome,18,19.76649039
Color Vision Defects,Acquired Immunodeficiency Syndrome,2,5.133219793
Diplopia,Acquired Immunodeficiency Syndrome,2,3.288330598
Hemianopsia,Acquired Immunodeficiency Syndrome,2,4.164104399
"Vision, Low",Acquired Immunodeficiency Syndrome,3,6.76813059
Sleep Disorders,Acquired Immunodeficiency Syndrome,5,7.464994549
Sleep Deprivation,Acquired Immunodeficiency Syndrome,1,2.575912289
"Urinary Bladder, Neurogenic",Acquired Immunodeficiency Syndrome,3,6.234771385
Vertigo,Acquired Immunodeficiency Syndrome,4,6.385007773
Voice Disorders,Acquired Immunodeficiency Syndrome,2,3.330489629
Hoarseness,Acquired Immunodeficiency Syndrome,3,6.648380768
Oral Hemorrhage,Acquired Immunodeficiency Syndrome,2,5.151824578
Abdominal Pain,Acquired Immunodeficiency Syndrome,33,27.99996138
"Abdomen, Acute",Acquired Immunodeficiency Syndrome,19,27.31440248
Colic,Acquired Immunodeficiency Syndrome,1,2.134747316
Arthralgia,Acquired Immunodeficiency Syndrome,1,1.4773
Shoulder Pain,Acquired Immunodeficiency Syndrome,1,2.420427386
Chest Pain,Acquired Immunodeficiency Syndrome,2,2.199121661
Angina Pectoris,Acquired Immunodeficiency Syndrome,1,1.452683373
Acute Coronary Syndrome,Acquired Immunodeficiency Syndrome,1,2.597960426
Toothache,Acquired Immunodeficiency Syndrome,1,2.730582314
Anorexia,Acquired Immunodeficiency Syndrome,29,52.9325578
Diarrhea,Acquired Immunodeficiency Syndrome,357,329.5781628
"Diarrhea, Infantile",Acquired Immunodeficiency Syndrome,3,6.843735966
Dyspepsia,Acquired Immunodeficiency Syndrome,3,6.246156598
Hiccup,Acquired Immunodeficiency Syndrome,1,2.953725866
Nausea,Acquired Immunodeficiency Syndrome,29,33.02383915
Vomiting,Acquired Immunodeficiency Syndrome,15,12.65268998
Hematemesis,Acquired Immunodeficiency Syndrome,3,6.257585183
Anoxia,Acquired Immunodeficiency Syndrome,11,11.02187429
Fetal Hypoxia,Acquired Immunodeficiency Syndrome,1,2.734225306
Cough,Acquired Immunodeficiency Syndrome,26,34.18295793
Dyspnea,Acquired Immunodeficiency Syndrome,26,26.13576372
Hemoptysis,Acquired Immunodeficiency Syndrome,6,10.18244618
Hyperventilation,Acquired Immunodeficiency Syndrome,1,2.105130147
Respiratory Sounds,Acquired Immunodeficiency Syndrome,4,6.557077313
Skin Manifestations,Acquired Immunodeficiency Syndrome,1,0.612357218
Ecchymosis,Acquired Immunodeficiency Syndrome,1,2.299981233
Jaundice,Acquired Immunodeficiency Syndrome,6,8.728270626
"Jaundice, Obstructive",Acquired Immunodeficiency Syndrome,1,2.498028632
Pruritus,Acquired Immunodeficiency Syndrome,26,38.11449482
Tinea Pedis,Acquired Immunodeficiency Syndrome,1,3.472156089
Purpura,Acquired Immunodeficiency Syndrome,4,4.252874424
"Purpura, Schoenlein-Henoch",Acquired Immunodeficiency Syndrome,4,7.992857683
"Purpura, Thrombocytopenic",Acquired Immunodeficiency Syndrome,38,53.76640978
"Purpura, Thrombocytopenic, Idiopathic",Acquired Immunodeficiency Syndrome,7,13.53726118
"Purpura, Thrombotic Thrombocytopenic",Acquired Immunodeficiency Syndrome,21,45.86481077
Proteinuria,Acquired Immunodeficiency Syndrome,23,28.72648879
Albuminuria,Acquired Immunodeficiency Syndrome,2,4.13017333
Urinary Incontinence,Acquired Immunodeficiency Syndrome,2,3.235058683
"Urinary Incontinence, Stress",Acquired Immunodeficiency Syndrome,1,2.802175968
Asthenia,Irritable Bowel Syndrome,1,2.063219251
Body Weight,Irritable Bowel Syndrome,4,1.371951389
Birth Weight,Irritable Bowel Syndrome,1,1.407130943
Weight Gain,Irritable Bowel Syndrome,1,1.486689741
Weight Loss,Irritable Bowel Syndrome,1,1.000053711
Overweight,Irritable Bowel Syndrome,1,0.8238721
Obesity,Irritable Bowel Syndrome,5,4.162768258
Fatigue,Irritable Bowel Syndrome,8,9.104105244
Intermittent Claudication,Irritable Bowel Syndrome,1,2.218303202
Ataxia,Irritable Bowel Syndrome,1,1.219659713
Psychomotor Agitation,Irritable Bowel Syndrome,1,2.24256018
Lethargy,Irritable Bowel Syndrome,2,6.990646296
Memory Disorders,Irritable Bowel Syndrome,2,2.935995215
Spasm,Irritable Bowel Syndrome,1,1.367277472
Pain,Irritable Bowel Syndrome,100,32.93867086
Back Pain,Irritable Bowel Syndrome,1,1.146928519
Headache,Irritable Bowel Syndrome,3,2.653692764
Neuralgia,Irritable Bowel Syndrome,1,1.538314106
"Pain, Intractable",Irritable Bowel Syndrome,1,1.992983371
"Pain, Referred",Irritable Bowel Syndrome,2,8.007095981
Gastroparesis,Irritable Bowel Syndrome,1,3.297497405
Psychophysiologic Disorders,Irritable Bowel Syndrome,18,26.68510141
"Reflex, Abnormal",Irritable Bowel Syndrome,3,4.221392829
Sensation Disorders,Irritable Bowel Syndrome,4,1.373287617
Olfaction Disorders,Irritable Bowel Syndrome,1,2.288230217
Somatosensory Disorders,Irritable Bowel Syndrome,5,5.22765535
Hyperalgesia,Irritable Bowel Syndrome,55,131.6760543
Hyperesthesia,Irritable Bowel Syndrome,1,2.694864232
Taste Disorders,Irritable Bowel Syndrome,1,2.376091572
Sleep Disorders,Irritable Bowel Syndrome,11,16.42298801
Sleep Deprivation,Irritable Bowel Syndrome,1,2.575912289
Abdominal Pain,Irritable Bowel Syndrome,226,191.7573113
Colic,Irritable Bowel Syndrome,2,4.269494633
Pelvic Pain,Irritable Bowel Syndrome,7,14.28754688
Dysmenorrhea,Irritable Bowel Syndrome,2,5.520209507
Aerophagy,Irritable Bowel Syndrome,1,4.070687293
Constipation,Irritable Bowel Syndrome,235,374.570141
Diarrhea,Irritable Bowel Syndrome,246,227.1042802
"Diarrhea, Infantile",Irritable Bowel Syndrome,1,2.281245322
Dyspepsia,Irritable Bowel Syndrome,90,187.3846979
Eructation,Irritable Bowel Syndrome,1,3.97790556
Flatulence,Irritable Bowel Syndrome,51,160.0312302
Heartburn,Irritable Bowel Syndrome,5,15.88434709
Nausea,Irritable Bowel Syndrome,7,7.971271519
Vomiting,Irritable Bowel Syndrome,5,4.217563327
Hyperventilation,Irritable Bowel Syndrome,1,2.105130147
Snoring,Irritable Bowel Syndrome,1,2.760104754
Proteinuria,Irritable Bowel Syndrome,1,1.248977774
Urinary Incontinence,Irritable Bowel Syndrome,1,1.617529342
"Aging, Premature",Osteoporosis,10,34.6455149
Asthenia,Osteoporosis,5,10.31609626
Fever,Osteoporosis,3,1.856812897
Body Weight,Osteoporosis,368,126.2195277
Birth Weight,Osteoporosis,5,7.035654715
Weight Gain,Osteoporosis,28,41.62731274
Weight Loss,Osteoporosis,26,26.0013965
Emaciation,Osteoporosis,3,5.497922164
Cachexia,Osteoporosis,3,5.984172047
Overweight,Osteoporosis,5,4.119360498
Obesity,Osteoporosis,89,74.097275
"Obesity, Morbid",Osteoporosis,2,3.505879905
Thinness,Osteoporosis,13,34.71779493
Cyanosis,Osteoporosis,1,1.743409588
Edema,Osteoporosis,37,22.04748948
Eye Manifestations,Osteoporosis,1,1.507876974
Fatigue,Osteoporosis,4,4.552052622
Flushing,Osteoporosis,2,5.22802427
Hot Flashes,Osteoporosis,29,98.7656187
Hypergammaglobulinemia,Osteoporosis,5,8.395625819
Mobility Limitation,Osteoporosis,12,33.16628524
Neurologic Manifestations,Osteoporosis,4,0.279765653
Hypokinesia,Osteoporosis,4,11.51717308
Tremor,Osteoporosis,1,1.739352787
"Gait Disorders, Neurologic",Osteoporosis,5,8.7238276
Confusion,Osteoporosis,1,1.508948211
Delirium,Osteoporosis,1,2.08395515
Persistent Vegetative State,Osteoporosis,1,3.095079984
Memory Disorders,Osteoporosis,2,2.935995215
Mental Retardation,Osteoporosis,20,18.10893368
Phantom Limb,Osteoporosis,1,3.2293596
Muscle Rigidity,Osteoporosis,1,2.401932804
Muscle Spasticity,Osteoporosis,5,8.636401028
Muscle Hypotonia,Osteoporosis,1,1.656511135
Muscle Weakness,Osteoporosis,20,19.85982163
Muscular Atrophy,Osteoporosis,16,23.37314831
Sarcopenia,Osteoporosis,2,9.527668947
Tetany,Osteoporosis,5,11.90603337
Pain,Osteoporosis,241,79.38219678
Back Pain,Osteoporosis,238,272.9689876
Low Back Pain,Osteoporosis,52,82.70189319
Facial Pain,Osteoporosis,2,3.944657185
Headache,Osteoporosis,3,2.653692764
Neck Pain,Osteoporosis,1,1.958792007
Neuralgia,Osteoporosis,6,9.229884636
Sciatica,Osteoporosis,1,2.169409298
"Pain, Intractable",Osteoporosis,5,9.964916857
Paralysis,Osteoporosis,17,8.236013417
Facial Paralysis,Osteoporosis,1,1.357096912
Hemiplegia,Osteoporosis,14,18.12485308
Paraplegia,Osteoporosis,28,35.76941994
